item_id,txt,tag_score
71057,"Very good after the end story who's only flaw is its a tad too short; It's the end of the world and what is left is truly bleak place. Into the landscape comes 9, a rag doll like creature made by a scientist. Wandering out into the wilderness of what is left from the man/machine war he finds that he is not alone. There are 8 more like himself. Unfortunately also lurking in the wastes is a horrible monster. Sean Acker's expansion of his Oscar nominated short is a visual feat. Acker has created a very real very tactile film. This could be our world tomorrow. Looking at the eye popping landscapes one is struck not only by their bleak beauty but also by a certain amount of sadness as to what brought us here. I think for the most part the expansion works. The short, which basically concerned 9's battle with the monster is turned into something more, a struggle for survival on a larger scale. There is more drama and much more action. The film improves as it goes on as bits and pieces fall into place and tapestry of the tale becomes less and less like anything that has gone before.(For a while I thought this was going to be something similar to other films but in the end I was wrong. Likewise I was wrong about the visuals being all, there is a real story in this film's hear and the visuals are part of the way the story comes across) If there is any problems with the film, its that the film is too short. Shorn of its end credits the film is just over 70 minutes. The running time itself isn't the problem, the problem is that there are several times when the film seems to have left something out, that things have been skipped over. To the films credit the film's world bleeds off the screen and you never doubt it's a real place, but at the same time there are some bumps in the telling in the later part of the film that made it feel like Acker and his crew made a jump based on what they knew, unaware that it wasn't completely clear in the film. I can't explain it, partly because to do so would reveal plot points, and partly because its kind of hard to explain what exactly is missing. Flaws or not this is a film that needs to be seen if you like science fiction or fantasy. Its a spectacular film that really should be seen as big as possible for maximum effect. I think you really will like this. (Hell, if nothing else it may change your mind about Over the Rainbow)",0.0
66097,"Decent movie with a good message; Let's just get this out of the way I thought this movie was a bit boring. Especially the first half of it because it was quite slow and the characters weren't that interesting and throughout the movie both Coraline and (regular) Wybie were even a bit irritating. But the second half was a lot better and more entertaining. But this movie looked great, the combination between computer-animations and stop-motion really made it special and beautiful, and you can see that a lot of effort was put in to it. Although the characters weren't that interesting the voice-acting was good and I especially liked Keith David and Ian Mcshane. Overall I would give this movie 7.3.",0.0
903,"Love this flick!  Gorgeous, haunting, classic!; I recently re-discovered and fell in love with this movie. I'd seen it years before, but the first viewing didn't ""grab"" me for some reason. It's one of my favorites now, though. Some viewers complain that the plot is too convoluted, doesn't make sense, etc., but I think the best approach is not to take it too literally, if that's possible for you. Just take it as someone's dream (or nightmare). If you're after an action movie or that sort of thing, it might be best to let that mood pass before watching Vertigo. Highlights for me: the Saul Bass credits, the opening rooftop chase, the psychedelic nightmare sequence, the gorgeous Bernard Herrmann music, the eerie art gallery scene. It's all great, though.",0.0
38038,"Best animated film I've ever seen!; I've loved Wallace & Gromit since I was six years old, so I was particularly happy when I finally got to see their feature debut, The Curse of the Were-Rabbit. I had to wait for some time, though, since it was released in Italy two days before the 2006 Academy Awards. Which is better, in a way, as I therefore knew I was going to see a good film, freshly awarded with the Best Animated Feature Oscar, and deservedly so. Of all the winners so far (Shrek, Spirited Away, which is the only one I still haven't viewed, Finding Nemo, The Incredibles and W & G), this wonderful collaboration between Dreamworks and Aardman is the absolute best. Its main charm is the fact that, despite the bigger scope, longer running time and Hans Zimmer's contribution to the music, the film remains undeniably, deliciously British. Even the only two celebrity voices, Helena Bonham Carter and Ralph Fiennes, are pure-blood Brits, and their performances are just one of the things that make The Curse of the Were-Rabbit a modern classic. This delightful ""horror"" comedy sees Wallace, still a brilliant inventor and compulsive cheese-eater (and still voiced by Peter Sallis), and Gromit, still the one to really save the day when things get bad, embrace a huge responsibility: the two run Anti-Pesto, a company whose function is to make sure rabbits won't eat everyone's vegetables before the annual contest. The competition takes place at Tottington Hall, where Lady Campanula Tottington (Carter) lives. Wallace immediately falls for her, and vows to make sure her garden will remain untouched. Unfortunately for him, two problems are on their way: Victor Quatermaine (Fiennes), an arrogant, narcissistic hunter (think Shrek 2's Prince Charming minus the Charming and the gay subtext), and the titular bunny, who's about to cause a lot of trouble. Almost 17 years on, Wallace and Gromit have lost absolutely none of their universal comic appeal, as people still laugh at their alternate moments in the spotlight. The script comprises impeccable gags, mostly visual (I was already grinning within the first 30 seconds of the movie), interesting, human characters and pop culture references which don't feel inappropriate or unnecessary at all (spoofs include King Kong, Harry Potter and even classics such as How Green Was My Valley, East of Eden and Brief Encounter). A great deal of the movie's magic is also linked to the animation technique: whereas Tim Burton's excellent Corpse Bride looked a little more CG than stop-motion, the W & G flick is pure claymation, and it's beautiful (there is some CGI, but you probably won't notice it). In a time where almost all animated films in the world, apart from the Studio Ghibli pictures, are made with pixels instead of pencils, the experience of watching a traditionally made cartoon is something that can't be easily matched by anything else. So, in a few words, Wallace & Gromit in The Curse of the Were-Rabbit is, with very little, if any, doubt, the best animated feature I've ever had the pleasure of viewing. It's constantly entertaining, never daft, and leaves you wanting more. Let's hope a sequel will show up in the near future...",1.0
1246,"Great film!; This is one of my all time faves. All the cast is excellent In this film I laughed, I cried and I watched with anticipation. I have only seen this film five times but I am still waiting for it to be on again. I believe that Williams played an excellent role and it made me surprised how he could play a kind, funny and tearjearking role after parts in comedy. I also believe that Ethan played an excellent role to as the quite passive pupil. He played an exceptional duo with Williams and I hope to see more films like this as it really brought new light to my eyes of films We need more films of this caliber out there.",0.0
296,"Simply A Work of Art; This movie first starts by boldly introducing two characters, in the 1950s a Jules (Samuel L Jackson) and Vincent (John Travolta) by jumping into their daily life. Starting off with no context towards their background, this film dumps you into a life of crime, murder, and drugs. As the plot progresses the film tells its story from the perspective of three different characters and completely engrosses you in its world. The intense need for violence in this movie is what drives us to the edge of our seats and keeps us there for the full length of the film. Quentin Tarantino used the aspect of different perspective to thoroughly encapsulate viewers and leave many in awe as they watch this film masterpiece. I will definitely be watching this again at some point so I can start all over.",0.0
5816,"Darker and bigger; A brilliant movie, as the original. Daniel Radcliffe, Rupert Grint and Emma Watson is talented actors that plays they're characters perfect. We've got superb Alan Rickman as Severus Snape, Richard Harris as Albus Dumdledor, Maggie Smith as Minerva, Kenneth Branagh as Gylderoy Lockhart, John Cleese as Nick, Jason Isaacs as Lucifus Malfoy... The mood is more darker and scary, so this is a more thrilling movie than the first. The story is more exciting and interesting and it's more history behind Hogwart. We also gets to know Hagrid, Draco Malfoy's father Lucifus, Minerva better. "" Why are you wearing glasses? ""  "" Uh...reading!"" "" Reading? I didn't know you could read "" Draco Malfoy is cooler and more teasing in this than the first, I dare say that the whole movie has more story about characters and Hogwart. I'm fascinated by Rickman, Branagh and Coltrane. Three fantastic actors with different movies on they're mind. And I say that Emma Watson is pretty beautiful - a lovely actress with a talent that England must take care of.  Role dice: 6",0.0
296,"Best Tarantino movie and best movie!; This movie should have won Oscars for best sound, best acting, for everyone, and for best soundtrack. It did win for best writing, but that was not enough. This classic film is packed with A- list actors(Sam L. Jackson, John Travolta, Tim Roth, Bruce Willis, Ving Rhames), and so many more. Every scene is iconic, from ""English Mother**ker, Do you speak it"", to ""I shot Marvin in the Face"". Even though it's 2 and a half hours, every scene is worth re-watching multiple times, Trust me, if you are a film dork, this absolutely perfect, Great Performances, Amazing Soundtrack, 421 swear words, and lots of your favorite actors, and was written and directed by one of the worlds most talented writers and directors of all time, Quentin Tarantino. Definitely should have gotten about a 9.4 on IMDb, and should have won about 10 Oscars. 10/10!! Watch it!",0.0
48385,"I like.; Sacha Baron Cohen brings his best creationthe Eastern European TV presenter Boratto the big screen in 'Borat: Cultural Learnings of America for Make Benefit Glorious Nation of Kazakhstan', a movie which follows the (somehow) likable Jew-hater (accompanied by his friend Azamat Bagatov) as he makes his revealing documentary about life in the USA. Cohen cleverly (and rather bravely) uses his naive, racist and sexist Kazakhstani character to expose the bigots and idiots that often give the US a bad name, whilst simultaneously delivering some of the funniest cinematic moments in recent memory. Whether it is an average Joe on a subway train, a group of frat boys on a road-trip, or a room-full of people at a seminar, absolutely no-one is safe from Borat as he reveals a country brimming with hatred, distrust, and intolerance: it's a sad moment for the human race when Borat politely introduces himself to a stranger, only to be met with threats of violence. Of course, Borat's style of comedy is not going to be to everybody's taste: the more conservative of viewers may balk at the toilet humour and bad taste gags; rednecks and religious extremists will more than likely froth at the mouth at particular moments; and many Eastern Europeans probably won't like Cohen's portrayal of one of their own. The rest of us, however, should have a whale of a time. Some of Cohen's schtick might seem a little old hat to those familiar with Borat from UK TV, and, occasionally, the film has the tendency to feel somewhat staged (the Pamela Anderson segment is rumoured to have been set-up), but the movie's outrageous highlights more than make up for these minor quibbles. And if you're intending to watch this film on DVD, make sure to catch the hilarious deleted scenesone word: cheese.",0.0
6537,"2003 - the year of GOOD ""Third"" Movies!; 2003 has been a strange movie year. Usually, you don't see a good third movie. Of course there are exceptions..ie RETURN OF THE JEDI, AUSTIN POWERS 3 and one of my favorites SUPERMAN III. But then you get your bombs as well..GODFATHER III (I refuse to acknowledge this movie exists), JAWS 3D, HALLOWEEN 3, etc. In 2003, there were several very good third movies -- AMERICAN PIE 3, MATRIX REVOLUTIONS, TERMINATOR 3 and in December, LORD OF THE RINGS 3. When I first heard TERMINATOR 3 was being made, I was skeptical. No Jim Cameron, no Linda Hamilton, an unknown actor playing John Connor. TERMINATOR 3 was a pleasant surprise and I would rank it as one of the top films of 2003. Granted Arnie isn't the Arnie of 10-15 years ago, but he still proves to be a top-notch action star. Nick Stahl is superb taking over for Eddie Furlong as John Connor. There are some pretty decent action sequences in here (truck chase, cemetary shootout, etc) but the humor is severely lacking from T2. The ending is a shock. You will never see it coming in a million years. But it does leave the door wide open for a TERMINATOR 4. Let's hope...but let's bring Cameron back for that one!",0.0
2571," What an Incredible Sci-Fi Movie!; I really loved ""The Matrix"". It was one of the best action sequences that I never seen for a long time. I really loved the last 40 minutes of that film, it had a lot of action includes a cool/ awesome roof scene. I am expecting the second and third one would be better than original.",0.0
2571,"this film will amaze you!!; this is one of the best science fiction films I have seen by far and is just a classic in my own mind! the story is set in the way future and how civilization is overrunning by machines and that humanity are slaves to these artificial beings so only one man is destined to free humanity which is ""the one"" and thats how this man named Morpheus finds this computer hacker and free's him from slavery and trains him to unlock his abilities inside the matrix so he can take on the agent programs that threaten the system and humanity inside it. the film has spectacular visual effects which put other teams to shame at the time and still do to this day and what really gotten me is to how destructive the sets really were like in the last few scenes where neo and trinity walk inside the military complex and literally tear the place to shreds just blasting away but the scene that i find classic was when neo was in the helicopter and hovered right next to the room where Morpheus was held captive in and just unloaded everything the Gatling gun had at the agents inside it was just phenomenal to the greatness the film offered! the film was just incredible and is definitely recommended to anyone who loves sci fi and hasn's yet seen the film!",0.0
527,"One of a kind; Schindler's List tells the tale of a German industrialist Oskar Schindler (28 April 1908  9 October 1974) who was credited to have saved over 1,100 Jews during the Holocaust. The movie is based on the book Schindler's Ark by Thomas Keneally. Steven Spielberg both directed and produced this movie, and has been received widely as a classic. The thing that catches your eye when watching this movie is the cruelty of war itself, there are just mainly losers no winners, only those who happen to be in-between that suffers, the men behind it sit behind a desk. Spielberg depicted such cruelty in the Camps. A scene where a Jew who made hinges was moved from where he is working to go shove coal and then when he was done he returned, Amon Göth (Ralph Fiennes) queried him for not meeting up to his regular toll of hinges and immediately had him arraigned to be executed, for something that was not his fault. That scene touched me. The movie was shot in Kraków, Poland for seventy-one days. Shots were done in real life locations, though the Płaszów camp had to be reconstructed in a pit adjacent to the original site, due to post-war changes to the original camp. The plot of the movie is direct; a German businessman named Oskar Schindler (Liam Neeson) in Poland sees an opportunity to make money from the Nazis' rise to power. He starts a company to make cookware and utensils, using bribes to win military contracts, and bringing in an accountant and financier Itzhak Stern (Ben Kingsley) to help run the factory. He then hires Jews for the cheap pay, but later after witnessing the cruelty they face in the Nazi Camps, he then tried to get as much Jews away from the Camps to his factory, using all his savings to take care of them. The movie is not so bad when it comes to acting, but the main hat dipping should go to the Screenplay and the directing. The Screenplay and the script had to be perfect in other for us to be able to get the feel of what the Jews were going through. Also the directing had to be top notch so as not to get carried away by the suffering or the cruelty but to understand why a German will like to save the Jews. Although we know that much has been done by Liam Neeson (Taken), Ralph Fiennes (Harry Potter) and Ben Kingsley (Prince of Persia: The Sands of Time) over the years, but they will be fondly remembered for their role in this classic. Take a 3 hour break from your busy schedule and watch this movie. It is one of a kind.",0.0
48385,"Enjoy the outrageousness; Sacha Baron Cohen creates a mockumentary about one of his characters. Borat Sagdiyev is from Kazakhstan mesmerized by Baywatch character C. J. Parker. He vows to find actress Pamela Anderson and take her from California back to his home in Kazakhstan. The humor is edgy, offensive, and rather mean spirited at times. Most of it is directed at Borat. But many people in this film become collateral damage. There are multiple stories of people who got filmed thought it was a real documentary. And they were edited to make them look ridiculous. Those parts are not always that funny. They're usually too obvious. Anyways self deprecating humor is usually the best. Sacha really excels at making fun of Borat. He has to be one of the most original characters on screen. Just ignore whatever class or taste you have, and enjoy the outrageousness that is Borat.",0.0
2571,"Unbelievable; This movie is great!! I mean it.  It's more than what you expect from a futuristic movie, I'm not really a futuristic fan but I really enjoyed this film, it has very intense dialogues, and amazing martial arts, action, sequences.  So no matter if you are into futuristic stuff or you're not go and rent it, by the way it is the #1 in DVD sales overpowering TITANIC by 68,000 copies the first week. It's a 10/10",0.0
48385,"Genius Comedy; There was quite a lot of uproar in regards to this film, and anyone who watches would see why. I honestly think that it isn't Sacha Baron Cohen, who was absolutely hilarious in character Borat, but the ugly racism that he uncovered on his trip. However, that was the only deepness within this gut-busting comedy. Not for years have I seen a comedy film that has had me laughing as hard as I was watching this. You could consider these jokes as being likewise to the Jackass or any other gross-out comedy, but this has intelligence & a style all of its own. Cohen touched the screen with a marvelous comedy that I don't think he can ever do again because of infamous popularity & cult status. Granted he was sued many times over, had the cops called on him nearly 100 times during production & caused an enormous amount of controversy in the press, he succeeded in making a cinematic classic & deserves his film to watched for years to come. Although, some of the jokes will age the film, I don't feel this film will ever get old, but will be rediscovered by new generations of cult comedy film lovers.",0.0
5816,"Great film!!!; This movie was amazing! Once again Rupert, Dan, and Emma did amazing jobs as the main characters. Gilderoy Lockhart made you laugh by just looking at him and moaning Myrtle was annoying and spooky just like she was supposed to be! The only thing we had negative to say about it was that they left out a few parts we felt were important and some parts of it were different than the book but didn't have to be. But ya know, it's HARRY POTTER!!!!! so it was amazing anyway! Go see it.",0.0
6537,An Amazing Action Packed Sequel.; I know that many people hate T3 i'm just not one of those people Terminator 3 Rise of the Machines Rocks. And Arnold is Back the new villain is really cool and she is a Woman. If there is something that i didn't like about this sequel is the way the director worked the humor it just didn't work at times but in others did. Also Connor's and Brewster's characters are weak but as the film goes on they find the strength they need to stop Judgment Day. Also the film has a great cameo by Dr. Silberman and an amazing ending that we didn't expect to see. T3: Rise of the Machines is an amazing action packed film and it deserves more respect for what it tried to acomplish and it was great to see Arnold returning on the role for one last time before Genisys. Even if it has those 3 problems i think Terminator 3 is still a great movie and it deserves a 10/10 for me.,0.0
48385,"Still Tasteless and Offensive!; Sasha Baron Cohen's Borat is quite a unique character. The comedian/actor portrays Borat, a Kazakhstan television personality. He goes to America to film a documentary. He starts off in New York City to Washington D.C. to Los Angeles, California in pursuit of Pamela Anderson. The film has some funny moments but they are overshadowed by the anti-Semitism in the film. Apparently in his village, there is a running of the Jew annual event which is not funny but offensive. When he and his partner Azamat stay with a nice older Jewish couple in America, they are so afraid that they leave in the middle of the night. The Anti-Semitism is bad enough for me but it's tasteless and offensive to actual Kazakhs who aren't' Anti-Semitic. Then there is the scenes in which naked Borat and Azamat are fighting naked and chasing each other throughout the hotel in Texas. It's gross and disgusting rather than funny. They are so afraid of Jews that they drive across country in an ice cream truck and they can't get a gun to protect themselves from the Jews so they get a live black bear. It's not funny but just offensive to Jews and to Kazakhs. If Sasha Baron Cohen wasn't Jewish himself, they wouldn't have gotten away with it in the first place.",0.0
48385,"Crude, boorish, offensive... and funny!; This is one funny film. Those who just want to revile it for breaking all of society's taboos just need to get over themselves and laugh. Borat comes across as an anti-Semitic, racist homophobe, but remember, folks, Cohen is ACTING! He's an actor, people. And he's a comic. He's supposed to tell dirty, offensive jokes. That's his vocation. What's really offensive, yet hilarious, is the way the people in the US are exposed as the racist, homophobic rubes they really are. And when I saw Borat and his traveling companion Azamat get into their hotel room wrestling match, I almost laughed myself sick. I'd never seen a display like that before, and I hope I don't again, but at the time I saw it, I thought my heart would stop. When this encounter spilled over into a real estate brokers convention, well, that was all she wrote. Don't bother with this if you're an uptight airhead. You won't enjoy it. But if you enjoy laughing at jokes that play on others' inhibitions, well, you'll have a good time.",0.0
48385,"Way too overrated; I went to see this movie yesterday. Under normal circumstances I would have given to it a 7. The only reason I am giving a 6 is because I feel that this film is way too overrated. Sure, it is a very funny movie and some of the jokes made me laugh really badly (though I must also admit that some of the same jokes might be a offensive for people of Muslim background, like some of my friends). But, does this make this movie deserve a spot in the top 250 movies of all time (according to the IMDb ratings as good as Twelve Monkeys or Shrek)? I don't think so at all. This is a ""7"" movie which will soon be forgotten, not one of the best movies ever made.",0.0
6537,"He'll be back......; Well, I liked this movie. Granted it was very similar to number 2, even had similar scenes in it, but at least it was harmless fun. And, of course, it had big Arn in it. The supporting stars were OK too, not brilliant, but not dire. If you liked the second of the series, then this one will not disappoint you (unless you were angling for something different). Some of it is a little trite and, needless to say, it is almost entirely predictable, right down to the final scenes. But its Arnie, doing what Arnie does best.....breaking things. There are some nice views of the prototype hunter-killers that characterised the flashbacks in the second movie. But I swear one of the T1's shrugged after looking down a corridor for the intruders (Arnie and Co). Might have been my imagination, though. Anyway, good fun, but nothing new. Now all we have to do is wait for the fourth installment - yep, it ain't over with this one!",0.0
3751,"Have you PETA chicken today?; Though entertaining and well-crafted, I was disturbed by this movie's reckless subliminal message to kids:  chicken farming is evil, eating eggs is evil, and eating chickens is evil (plus, more obviously, chickens should be set free).  PETA's zealous fingerprints are all over this movie!  (PETA being People for the Ethical treatment of Animals.)  Like most zealots, whose basic premise may be sound -- yes, animals of course should be treated with respect -- over the course of time the zeal for the cause often overwhelms reason and common sense. If everyone indeed stopped farming chickens and eating them and their eggs, the species would quickly perish.  Why?  They have no other place in nature.  Since before recorded history, chickens have always been bred and raised for their eggs and meat.  Anyone ever seen a wild chicken fending for itself out there?  Release them all tomorrow into the woods and forests and fields and just see how long they last. Which the filmmakers seem to recognize at the end, by showing the escaped chickens living happily ever after, not amongst the other creatures of the wild, but in the protection of a former bird sanctuary. ",0.875
4886,"Absolutely average; The story: In Monsterworld, energy is produced by collecting kids' screams, which are then converted into electricity. ""Monsters, Inc."" is the leading energy producer, and it operates by sending monsters into kids' closets and under their beds, and scaring them. Each kid has its own biggest fear, and the company specializes in delivering just the right monster to the right kid. There are, however, two problems. First, kids are getting harder to scare, watching all those movies and playing all those videogames - which causes an energy crisis. And second, human kids are considered to be toxic to monsters - the most memorable scene occurs when a monster returns from his job with a sock stuck to his fur.... So it is easy to imagine what mayhem may ensue if a kid manages to get into Monstropolis... The story follows two nice monsters, Sullivan, the most successful scarer, and his side-kick Mike, as they try to get rid off, hide, play with and protect (in that order) a little girl that finds her way into their world. It also features an evil chamaeleon monster and a cast of many very inspired background monsters, including a love interest for Mike. Watch out for her hair: It is one of the better ideas in the movie. However, as nice as it sounds, this movie is strictly for kids only. Adults might chuckle every now and then, but in the end I walked out thinking of all the wasted talent. Why cast comedians like Billy Crystal and John Goodman as voice talents when the best comedy is restricted to a very small number of slapstick scenes? Also, the movie is very very obvious about its story and the surprise (or not so surprise) ending. It is made with kids in mind, so every lesson is repeated about five times. And, of course, it is about friendship, the power of being nice and all the other typical Disneyfied lessons in life. You might also notice this Pixar trend of only producing movies that are very very merchandiseable. Toy Story? Think plastic toys. Monster Inc? Think big Sulley-shaped fluffy animals... There is one point where this movie is hard to beat, though: The animation. The fur of Sulley is incredible, and when he is hit by a snowball, it is most impressive how real it looks. All in all it is very average. Not very funny, a bit repetitive, but entirely feel-good. Personally, I preferred the short movie that preceded it. It was short, funny, cute, to the point and it had all the qualities Monsters Inc lacked. Make sure you aren't late for this movie. You might miss the best part.... Also stay for the credits. Some of the fake outtakes are funny, especially the guest appearances of other Pixar characters... 5/10",0.025
4886,"Mindless trash for the no attention span masses.; Did anyone actually watch this?  The basic pattern of this movie is roughly 45 seconds of dialogue, and then a LOT of screaming and loud sound effects. The perfect movie for those of us without any sort of attention span. Laugh at the wacky monsters screaming and hitting things and getting bonked on the head.  Don't worry, it's going to happen again soon, so be patient during those three seconds of the characters talking, your mindless garbage is going to repeat itself real soon. This movie has some neat graphics, big deal.  Graphics mean nothing without anything to back them up. Skip this and give your child a copy of The Hobbit (the BOOK, yes, those things with words printed on paper) instead.  It's a good story that isn't dumbed down so much.  Give your kids something that's worth their time, not this flashy and loud tripe with no real substance.",0.025
2571,"The Movie That Shallow Idiots Think Is Deep; The action in this movie is obviously the best thing about it, and it works very well, but the rest of the movie is just crap.  Acting is horrible, could it be possible that Keanu Reeves is an even worse 'actor' than Schwarzenegger? Yes. As far as plot goes, don't listen to anyone who calls this movie 'thought-provoking,'.  If you really want to see thought-provoking, go see ""Fight Club"".  ""The Matrix""'s plot is just a cheap excuse for the action.",0.0
296,"tarantino is the master of modern day film; pulp fiction begins with a pitch, and ends with a homerun..... the movie from start to finish is one great roller coaster ride.... it will make you laugh at most with the close to real life dialogue.... the chemistry between the characters in the movie especially john travolta and samuel jackson, john travolta and uma thurman, tim roth and amanda plummer, and bruce willis and maria de medeiros will keep you highly entertained...... at the end of the movie you will only wish it never ended...... the quirky dialogue combined with the fast paced violence is just as good as mixing gin with tonic..... quentin tarantino's style has influenced a legion of film directors throughout the nineties including bryan singer, james mangold, and paul thomas anderson...... he pretty much shaped the decade of movies with 'Pulp fiction', 'reservoir dogs', 'true romance', and 'jackie brown' and popularized independant movies all around...... pulp fiction is the best movie i have ever seen. watching this movie alone is what a real movie-watching experience is all about......... i give it a solid 10 and no competition whatsoever by any other movie....... watch it yourself and you will know what i mean",0.0
8874,"Absolutely brilliant!; Now THIS was a nice surprise! Finally a decent film, and this is definitely one of the funniest I've seen in a long, long time! Granted, to like this movie it DOES require that you like films such as Braindead and Bad Taste both by Peter Jackson - who by the way warmly recommends it as well - but the humour alone is worth it. Nice acting as well, sure sometimes it may seem overacted but it fits the style of film perfectly, and the very vivid expressions of the actors only makes it all the more funny.. *SPOILERS* The title is totally fitting, the leading character Shaun IS living a zombie like existence - not in the accurate sense of the word but you know what I mean - and the fact alone that he is walking amongst zombies and hours without noticing something is wrong is just hilarious. I was rolling around the floor, nearly splitting my sides from laughing. THIS is a film I truly recommend! 9/10",0.0
6537,"Excellent; While the effects might seem a bit rushed the entire film rocks and rolls though some familiar Terminator territory.  The film thankfully ends on time, any more would have been flogging. The scary thing is when it dawns on you that Arnold, without much formal education but with the smarts to learn a lot of lines, wants to govern the people of California. If it happens lets get SkyNet up and running FAST!",0.0
2571,"Awful mixture; Something sad happened with this film. The Hollywood Academy give it some Oscar (special effects, I think). So young people newcomer to cinema world thought it must be a good picture. They did not know that not all the winning Oscar movies deserve it. It is a deceitful, spurious and incredibly pretentious film. Because one thing is Cinema and another thing are computers. If you want to said something in cinema' way you must use cinematography ways. Cinematography language has got his own implements. It is a very old discovery (more than 100 years old) and it was marching on and growing up with hard work, effort, wisdom and -many times- talent. Never with computers. The film responsible commit in my opinion a unforgivable lack os respect. It seen they does not know authors like Griffith, Chaplin, Stroheim, Sternberg, Welles, Dreyer, Ford, Hawks, Walsh, Curtiz, Lang, Reed, Renoir, Buñuel, Kurosawa, Wilder... All of them (and some more) made films with his own effort. Not with computers. That is why the film is not sci-fi nor comic nor martial arts catalogue. Let me said you this movie is a awful mixture of all that and of course nothing of value. Zero.",0.0
1246,"A masterpiece...; Dead Poets Society....what a movie.  It's superb in every part. Acting, directing, script, etc.  This is such a powerful story about life, and living it to it's fullest.  I know a lot of people who have seen it and say that it's to sad for their taste. Now don't get me wrong, it is a very emotional movie and very sad at parts.  But the  overall message is so powerful and moving.  From beginning to end, it held my attention.  And one of the best things is: not only do you feel like you're watching a movie. You actually feel like you're one of the students going to the school and a member of the Dead Poets Society.  That's how real the characters are. Everyone of the boys is like someone you know, or knew.  They're real people, struggling with real situations.  That's why I love it. ",0.0
4326,"""What is wrong with these people""; I never understood why this movie was never on the Top 250. If American History X can make the Top 250 why not Mississippi Burning? Even Crash made the top 250 and this movie is way more powerful than Crash will ever be. Incredible. Mississippi Burning is a very hard film to look at but a very truthful and gritty look at racism in southern Mississippi during the Civil Rights era. The story details FBI agents Rupert Anderson(Gene Hackman)and Alan Ward(Willem Dafoe) search for the killers an African-American male and two Jewish males. Their search takes them to the heart of Mississippi where the racism is deep-seated and the police are inflexible to a fault. They later realize how deep the police involvement in the killings were. No other movie about race relations has moved me like Mississippi Burning has. American History X is phenomenal but it didn't make me as angry as this movie did. I wish I had the power to stop these psychos from doing what they did. Mississippi Burning was the movie that made me question my faith in organized religion. I couldn't fathom that I was believing in the same belief system that these racist lunatics were believing in. I dumped belief in organized religions after extensive research at the age of 20 but this movie sparked my curiosity. Gene Hackman is wonderful as Agent Rupert. He steals every scene he is in. Willem Dafoe is great as his partner Alan Ward. Agent Anderson(Hackman) handles things in an unconventional manner while Agent Ward(Dafoe) is by the book. This is where Dafoe showed his true potential before he started screwing up his career by appearing in raw sewage like Speed 2, Boondock Saints, Body Of Evidence and XXX: State Of The Union. Also great in this movie is Brad Dourif as the racist Deputy Clinton Pell and R. Lee Ermey as the racist mayor. I also like how they showed the views of the average ignorant Mississippian and how the cops either participated in the killing and terrorizing of Blacks in Mississippi or sat back and watched it happen. Conclusion: Mississippi Burning is the best movie of 1989 hands down and is definitely required viewing. But be forewarned that this is not an easy movie to watch. But if you can stomach the racial violence and slurs you have a gem on your hands. I find it sad that the director Alan Parker didn't have many movies after this one.",0.0
2571,"Eye Opening!; The Matrix, made us think that the world may not be what it appears to be. Many things as Deja Vu, would make one think if the Matrix was real. This movie and the performance of Keanu Reeves as Neo, was spot on and made the movie what it is today! Highly recommended to anyone and Sci-fi people will love it!",0.0
4326,"Mississippi Apartheid should be the title; Interesting film about a real tragedy, which took place in Mississippi in 1964. Three young guys, including a black man, were killed by KKK. Two FBI came to the village, where this happened and investigated the case It was just an example of what was going on there. The best of the film is the acting of the whole group of actors and actresses led by Gene Hackman and Willem Dafoe, the latter as a generous FBI detective instead of being a villain as usual. The film left no doubt that KKK is (or was) a terrorist organization with a complete lack of human feelings, only with the obsession to kill black people, to reduce its population and denigrate it any way. I heard someone in Italian TV saying that Alan Parker directs wrong films, but this one is not the case.",0.0
527,"An excellent movie from USA about the most terrible time in Germany.; I think that this movie was a fingertip to the bad environment that happen here in Germany since 1989, when the wall broke down between east and west Germany. I wish more people would understand the meaning of this film.",0.0
